age,categorie_age,sexe,milieu,niveau_education,experience,etat_matrimonial,possede_voiture,possede_logement,possede_terrain,socio_pro_group,revenu_annuel,nombre_enfants,charge_parentale,travail_secondaire,colonne_redundante,non_pertinente
21,Jeune,Homme,Urbain,Sans niveau,0,Marié,0,1,1,3,39839.24792746799,3,1,0,21,N/A
28,Adulte,Homme,Urbain,Secondaire,10,Célibataire,1,0,0,5,36453.27748050208,4,0,0,28,N/A
34,Adulte,Femme,Urbain,Fondamental,16,Célibataire,1,1,0,2,38233.410618853304,1,1,0,34,N/A
55,Sénior,Femme,Rural,Sans niveau,35,Marié,0,0,0,5,24453.072278319643,3,1,0,55,N/A
41,Sénior,Homme,Urbain,Sans niveau,22,Marié,0,0,0,4,29380.856614940087,3,1,0,41,N/A
22,Jeune,Femme,Urbain,Sans niveau,1,Marié,0,0,0,5,18544.177330020088,0,0,1,22,N/A
69,Âgé,Femme,Urbain,Sans niveau,49,Marié,0,0,0,5,35855.09996826592,1,1,0,69,N/A
51,Sénior,Femme,Rural,Fondamental,31,Marié,0,0,1,5,21740.68842125681,2,0,1,51,N/A
23,Jeune,Homme,Urbain,Secondaire,6,Marié,1,0,0,2,36429.60582943951,1,0,0,23,N/A
39,Adulte,Homme,Urbain,Supérieur,22,Célibataire,0,1,0,5,45825.271068511516,2,0,0,39,N/A
28,Adulte,Homme,Urbain,Secondaire,11,Marié,1,1,0,2,43432.794954006604,2,1,0,28,N/A
65,Âgé,Homme,Urbain,Sans niveau,46,Marié,0,1,0,6,36771.63764933655,3,1,0,65,N/A
33,Adulte,Femme,Urbain,Supérieur,16,Célibataire,0,0,1,5,38244.209480455575,0,0,0,33,N/A
50,Sénior,Homme,Rural,Sans niveau,32,Marié,0,1,0,5,27712.636683998884,1,0,0,50,N/A
26,Adulte,Femme,Rural,Secondaire,4,Célibataire,1,1,0,2,31188.861536442062,3,0,0,26,N/A
23,Jeune,Homme,Rural,Supérieur,1,Marié,0,0,0,5,28480.007275561187,4,0,0,23,N/A
33,Adulte,Femme,Urbain,Supérieur,15,Marié,1,0,0,5,43361.55633918593,1,0,0,33,N/A
46,Sénior,Homme,Urbain,Secondaire,25,Célibataire,0,0,0,5,36798.64076411885,2,1,0,46,N/A
20,Jeune,Homme,Rural,Fondamental,0,Marié,1,1,0,4,26342.6571148873,1,0,0,20,N/A
37,Adulte,Homme,Urbain,Supérieur,20,Marié,0,1,1,2,52623.548598918496,0,1,0,37,N/A
53,Sénior,Femme,Rural,Secondaire,29,Célibataire,1,0,0,4,24797.816453130563,2,1,1,53,N/A
36,Adulte,Homme,Rural,Secondaire,17,Divorcé,0,0,0,5,29065.252393979223,4,0,0,36,N/A
43,Sénior,Homme,Urbain,Sans niveau,22,Célibataire,1,1,0,2,38535.21418698928,2,1,0,43,N/A
20,Jeune,Homme,Urbain,Secondaire,3,Célibataire,0,1,0,3,36677.61482672355,2,1,0,20,N/A
36,Adulte,Femme,Urbain,Sans niveau,18,Célibataire,1,0,0,3,29967.569793551786,1,0,0,36,N/A
37,Adulte,Femme,Urbain,None,19,Marié,1,0,0,4,35362.273304201946,1,0,0,37,N/A
49,Sénior,Femme,Rural,Fondamental,31,Marié,0,1,0,5,29615.406237283496,2,1,0,49,N/A
24,Jeune,Femme,Urbain,Fondamental,5,Célibataire,0,1,0,6,23439.660381597932,3,1,0,24,N/A
69,Âgé,Homme,Urbain,Fondamental,53,Célibataire,0,0,0,4,45172.32128159441,2,1,0,69,N/A
58,Sénior,Femme,Rural,None,37,Marié,0,1,0,2,38603.15365318002,3,1,1,58,N/A
50,Sénior,Homme,Urbain,Supérieur,33,Marié,1,1,0,4,51062.997351110076,0,0,0,50,N/A
57,Sénior,Homme,Rural,None,37,Veuf,0,0,1,4,32355.68077651988,2,0,0,57,N/A
56,Sénior,Femme,Urbain,Fondamental,35,Marié,1,0,0,4,39317.52117369939,0,1,1,56,N/A
35,Adulte,Femme,Rural,Fondamental,16,Célibataire,1,0,0,1,23841.7900315593,1,0,0,35,N/A
57,Sénior,Homme,Urbain,Fondamental,37,Marié,0,1,0,3,44995.3278951539,1,1,0,57,N/A
18,Jeune,Homme,Urbain,Fondamental,0,Marié,0,0,1,4,,2,1,0,18,N/A
28,Adulte,Femme,Urbain,Supérieur,10,Marié,1,1,0,6,44238.093782790675,3,1,0,28,N/A
45,Sénior,Femme,Urbain,Supérieur,24,Marié,0,0,0,4,39167.325061967225,2,0,0,45,N/A
42,Sénior,Homme,Urbain,Supérieur,23,Célibataire,1,0,0,3,47532.4451243653,3,1,0,42,N/A
67,Âgé,Homme,Urbain,Secondaire,45,Marié,0,0,0,5,40261.55108872741,0,0,0,67,N/A
40,Sénior,Femme,Rural,Fondamental,18,Marié,0,1,0,5,25687.640199934205,4,0,0,40,N/A
48,Sénior,Femme,Rural,Secondaire,31,Célibataire,0,0,0,4,,2,0,0,48,N/A
47,Sénior,Femme,Rural,Secondaire,31,Célibataire,1,1,0,5,34859.72372690002,2,1,1,47,N/A
59,Sénior,Homme,Rural,Sans niveau,43,Célibataire,0,1,0,4,32946.289620568175,2,0,0,59,N/A
52,Sénior,Homme,Urbain,None,34,Célibataire,0,0,0,4,37598.691345717314,1,1,1,52,N/A
24,Jeune,Homme,Urbain,Supérieur,6,Marié,0,0,0,3,37543.956487466494,2,1,0,24,N/A
33,Adulte,Femme,Urbain,Secondaire,13,Marié,0,0,0,5,30707.72042457285,2,0,0,33,N/A
43,Sénior,Homme,Urbain,Secondaire,22,Marié,0,0,0,4,36987.22895017046,2,0,0,43,N/A
65,Âgé,Homme,Rural,Sans niveau,47,Célibataire,1,1,0,4,35213.90518774346,3,0,0,65,N/A
69,Âgé,Homme,Rural,Secondaire,50,Célibataire,0,1,0,6,40479.523053950514,0,0,1,69,N/A
66,Âgé,Femme,Rural,Secondaire,46,Célibataire,0,0,1,3,31963.597989847116,2,1,1,66,N/A
19,Jeune,Homme,Rural,Fondamental,1,Célibataire,0,0,0,3,17937.115933166882,0,0,0,19,N/A
18,Jeune,Femme,Urbain,Sans niveau,0,Marié,1,1,1,1,33897.29629719488,3,0,0,18,N/A
65,Âgé,Femme,Rural,Fondamental,46,Célibataire,1,0,0,6,28317.250075948163,0,0,0,65,N/A
29,Adulte,Femme,Urbain,Supérieur,9,Marié,0,0,1,3,40042.676149898325,3,1,0,29,N/A
22,Jeune,Homme,Rural,Secondaire,0,Divorcé,0,1,0,6,25428.756776623395,2,0,0,22,N/A
54,Sénior,Femme,Urbain,Fondamental,30,Veuf,1,0,0,4,33436.4164886759,1,0,0,54,N/A
49,Sénior,Homme,Urbain,Sans niveau,33,Marié,0,1,0,3,40815.34765832998,2,0,0,49,N/A
26,Adulte,Homme,Urbain,Fondamental,6,Marié,0,1,0,5,37087.76979230569,4,0,0,26,N/A
58,Sénior,Femme,Urbain,Secondaire,37,Marié,0,0,0,5,34678.636571798736,2,0,0,58,N/A
52,Sénior,Homme,Urbain,Secondaire,31,Marié,0,0,0,3,40750.86462158823,1,1,0,52,N/A
36,Adulte,Homme,Urbain,Supérieur,19,Célibataire,0,0,1,5,43471.154046175354,3,0,0,36,N/A
65,Âgé,Homme,Rural,Fondamental,48,Célibataire,0,0,0,1,32346.980027454858,5,1,0,65,N/A
33,Adulte,Homme,Rural,Fondamental,10,Veuf,0,0,0,5,19000.89430718671,3,0,0,33,N/A
20,Jeune,Femme,Urbain,None,0,Marié,0,1,0,2,33084.53996875813,1,0,0,20,N/A
37,Adulte,Homme,Rural,None,20,Célibataire,0,1,0,6,27815.61620934198,2,0,0,37,N/A
41,Sénior,Femme,Rural,Fondamental,19,Marié,0,1,0,5,26063.337081206064,2,1,0,41,N/A
50,Sénior,Femme,Urbain,Fondamental,27,Célibataire,1,0,0,5,36066.83287666813,2,0,0,50,N/A
41,Sénior,Homme,Urbain,Secondaire,19,Marié,1,1,0,5,43691.461918526125,3,0,0,41,N/A
69,Âgé,Homme,Rural,Secondaire,48,Divorcé,1,0,0,4,33224.00482422699,4,0,0,69,N/A
28,Adulte,Homme,Rural,Fondamental,4,Marié,0,1,1,4,34082.5759928778,5,1,1,28,N/A
66,Âgé,Femme,Urbain,Fondamental,42,Marié,0,1,0,4,37921.99028291421,1,0,0,66,N/A
25,Jeune,Femme,Urbain,Secondaire,7,None,0,0,1,4,32594.334623204304,0,0,0,25,N/A
53,Sénior,Femme,Rural,Supérieur,36,Marié,0,1,0,4,36902.651461015106,2,0,0,53,N/A
55,Sénior,Homme,Urbain,Fondamental,38,Marié,0,0,0,4,37757.378517213765,3,0,0,55,N/A
57,Sénior,Homme,Urbain,Sans niveau,41,Marié,0,1,0,4,45146.85105454354,0,0,1,57,N/A
37,Adulte,Homme,Urbain,Supérieur,17,Célibataire,0,0,1,2,45564.212671704794,3,1,0,37,N/A
52,Sénior,Homme,Rural,Sans niveau,36,Célibataire,0,1,0,4,33125.801692210414,2,0,0,52,N/A
65,Âgé,Homme,Urbain,Supérieur,49,Marié,1,0,0,3,49288.797965893405,2,1,0,65,N/A
42,Sénior,Femme,Rural,Secondaire,24,Marié,0,1,0,5,24372.087523330636,2,1,0,42,N/A
52,Sénior,Homme,Rural,Secondaire,33,Divorcé,1,0,0,2,34222.6807915668,2,0,0,52,N/A
42,Sénior,Femme,Urbain,Secondaire,21,Marié,0,0,0,6,30494.90385693609,1,0,0,42,N/A
46,Sénior,Homme,Urbain,Fondamental,24,Célibataire,1,0,1,1,41946.17674580014,2,0,0,46,N/A
35,Adulte,Femme,Rural,Supérieur,18,Divorcé,0,1,0,6,30477.881793133594,3,1,1,35,N/A
63,Âgé,Homme,Rural,Fondamental,47,Célibataire,0,0,0,6,28903.902166011932,2,1,0,63,N/A
35,Adulte,Femme,Rural,Sans niveau,12,Marié,1,0,0,4,23041.023373650165,1,0,0,35,N/A
19,Jeune,Homme,Urbain,Fondamental,1,Célibataire,0,0,0,3,28211.08997586164,2,1,0,19,N/A
52,Sénior,Femme,Urbain,Secondaire,31,Veuf,1,1,0,6,41919.610978621204,4,0,1,52,N/A
33,Adulte,Homme,Urbain,Secondaire,10,Marié,1,1,1,2,39187.62075896637,0,0,0,33,N/A
58,Sénior,Homme,Rural,Supérieur,42,Marié,1,1,0,3,45962.561217855124,2,0,0,58,N/A
53,Sénior,Homme,Urbain,Sans niveau,35,Marié,0,0,1,5,39520.71846703371,1,0,0,53,N/A
50,Sénior,Homme,Urbain,Supérieur,33,Marié,1,0,0,1,55747.35831257168,1,0,0,50,N/A
21,Jeune,Femme,Urbain,Fondamental,0,Marié,1,1,0,4,38725.404759638914,4,0,0,21,N/A
50,Sénior,Femme,Urbain,Supérieur,28,Marié,0,0,1,3,42401.77965593754,0,0,1,50,N/A
31,Adulte,Femme,Rural,Fondamental,8,Célibataire,0,0,1,6,25161.09556873754,1,0,0,31,N/A
38,Adulte,Femme,Urbain,Fondamental,19,Marié,0,0,0,3,29727.80400082886,0,1,0,38,N/A
65,Âgé,Homme,Urbain,Sans niveau,46,Marié,0,0,0,5,35654.360350331495,3,0,1,65,N/A
37,Adulte,Femme,Rural,Secondaire,13,Célibataire,0,1,0,6,30719.246457751564,2,0,0,37,N/A
25,Jeune,Homme,Urbain,Sans niveau,6,Marié,0,0,0,2,32906.26683146809,2,0,0,25,N/A
24,Jeune,Femme,Urbain,Secondaire,3,Célibataire,0,0,1,6,28306.920938459603,2,1,0,24,N/A
20,Jeune,Homme,Rural,Fondamental,0,Marié,0,0,0,4,22244.520325199057,1,1,0,20,N/A
34,Adulte,Femme,Urbain,Secondaire,13,Marié,1,1,0,3,39293.15460177842,3,0,0,34,N/A
50,Sénior,Homme,Rural,Fondamental,33,Marié,0,0,0,4,30487.49322001817,1,0,0,50,N/A
65,Âgé,Homme,Urbain,None,48,Célibataire,1,0,0,3,50837.55254631672,1,1,0,65,N/A
29,Adulte,Homme,Urbain,Sans niveau,6,Célibataire,1,0,0,3,29348.357171534622,4,1,0,29,N/A
68,Âgé,Homme,Urbain,Sans niveau,45,Marié,1,0,0,4,37789.04079275591,2,1,0,68,N/A
39,Adulte,Homme,Rural,None,17,Célibataire,0,0,1,3,36977.69843479699,1,0,0,39,N/A
39,Adulte,Homme,Urbain,Fondamental,21,Marié,0,0,0,4,30463.322093072213,1,1,0,39,N/A
63,Âgé,Femme,Urbain,Fondamental,42,Célibataire,0,0,0,2,39283.170802843764,0,1,0,63,N/A
47,Sénior,Homme,Urbain,Fondamental,31,Marié,0,1,1,3,45262.201094311684,1,0,0,47,N/A
55,Sénior,Femme,Urbain,Supérieur,37,Célibataire,1,0,0,6,38666.335437869,1,1,1,55,N/A
55,Sénior,Homme,Urbain,Sans niveau,38,Célibataire,1,1,1,4,44088.814086690625,1,0,0,55,N/A
62,Âgé,Homme,Urbain,Secondaire,38,Divorcé,0,0,0,5,37187.45596374707,1,0,0,62,N/A
68,Âgé,Femme,Urbain,Sans niveau,47,Célibataire,0,0,0,5,29567.49938777123,6,0,0,68,N/A
25,Jeune,Homme,Urbain,Supérieur,7,Veuf,1,0,0,1,35612.017051480114,1,1,0,25,N/A
44,Sénior,Homme,Urbain,Supérieur,23,Marié,0,0,0,4,39553.4575578968,1,0,0,44,N/A
44,Sénior,Femme,Rural,Secondaire,27,Marié,1,0,0,4,29672.456276183064,4,1,0,44,N/A
51,Sénior,Homme,Urbain,Fondamental,27,Marié,0,1,1,2,45391.937969390965,6,0,0,51,N/A
38,Adulte,Femme,Urbain,Sans niveau,21,Marié,0,1,0,3,35662.50260125642,4,1,0,38,N/A
47,Sénior,Homme,Rural,Fondamental,24,Marié,1,0,0,6,25677.564541395906,2,1,0,47,N/A
50,Sénior,Homme,Rural,Secondaire,32,Marié,0,0,0,3,29769.49769412383,1,1,0,50,N/A
45,Sénior,Femme,Urbain,Secondaire,21,None,0,1,0,5,33853.185452109305,1,0,1,45,N/A
64,Âgé,Femme,Urbain,Fondamental,44,Célibataire,0,0,0,1,37358.950179484986,1,1,0,64,N/A
50,Sénior,Homme,Urbain,Fondamental,34,Célibataire,0,0,1,5,36850.914841213984,2,1,0,50,N/A
22,Jeune,Femme,Urbain,Supérieur,0,Divorcé,0,1,1,6,40966.261521265245,2,0,0,22,N/A
65,Âgé,Femme,Urbain,Sans niveau,42,Célibataire,0,0,0,4,31316.252091869785,3,0,0,65,N/A
36,Adulte,Homme,Urbain,Fondamental,19,Célibataire,1,1,0,5,40890.07361878754,3,0,0,36,N/A
21,Jeune,Homme,Rural,Fondamental,2,Célibataire,0,1,0,5,24775.275044250306,4,0,0,21,N/A
52,Sénior,Femme,Urbain,Secondaire,35,Marié,0,0,1,3,39440.8716669189,1,1,0,52,N/A
66,Âgé,Homme,Urbain,Sans niveau,44,Célibataire,0,0,0,4,36874.21998135799,3,0,0,66,N/A
34,Adulte,Homme,Rural,Supérieur,17,Divorcé,0,1,0,4,36707.18829619358,4,0,0,34,N/A
61,Âgé,Homme,Urbain,Fondamental,40,Divorcé,0,1,0,4,42532.18173880901,1,1,0,61,N/A
45,Sénior,Femme,Urbain,Sans niveau,23,Célibataire,0,0,0,3,25545.540083558873,3,0,0,45,N/A
47,Sénior,Femme,Urbain,Fondamental,27,Célibataire,1,0,0,2,34017.811186285115,1,0,0,47,N/A
46,Sénior,Femme,Urbain,Sans niveau,24,Célibataire,0,0,0,3,30779.384813660927,5,0,0,46,N/A
63,Âgé,Femme,Urbain,Fondamental,40,Célibataire,0,0,1,2,,2,1,1,63,N/A
23,Jeune,Homme,Urbain,Supérieur,4,Marié,1,1,0,3,49080.67268253494,0,0,1,23,N/A
52,Sénior,Homme,Urbain,Secondaire,32,Célibataire,1,1,0,3,49420.44093574656,3,0,0,52,N/A
58,Sénior,Femme,Rural,Fondamental,34,Célibataire,0,0,0,4,24234.095786218288,2,0,0,58,N/A
54,Sénior,Femme,Urbain,Fondamental,37,None,0,0,0,5,35615.577795663026,0,0,0,54,N/A
41,Sénior,Homme,Rural,Fondamental,23,Marié,1,1,1,2,37266.24836745751,2,1,1,41,N/A
46,Sénior,Homme,Urbain,Fondamental,27,Marié,0,1,1,5,42768.473228305666,5,1,0,46,N/A
66,Âgé,Homme,Urbain,Fondamental,49,Marié,0,0,0,4,38737.427324240845,2,1,0,66,N/A
63,Âgé,Homme,Urbain,Fondamental,43,Célibataire,1,1,0,2,49605.566789946366,2,0,0,63,N/A
48,Sénior,Homme,Rural,Secondaire,29,Marié,0,1,0,5,31509.481209916106,2,0,0,48,N/A
52,Sénior,Homme,Urbain,Secondaire,30,Célibataire,0,0,0,6,40104.5699712569,4,0,0,52,N/A
50,Sénior,Femme,Rural,Supérieur,30,Marié,0,0,0,6,28078.06254236752,5,0,0,50,N/A
69,Âgé,Homme,Urbain,Sans niveau,52,Célibataire,0,0,1,1,44989.455752672126,2,0,1,69,N/A
38,Adulte,Femme,Rural,Secondaire,21,None,1,0,0,4,32910.789989598474,3,0,0,38,N/A
49,Sénior,Homme,Urbain,Supérieur,33,Marié,0,0,0,3,,1,0,0,49,N/A
40,Sénior,Homme,Urbain,Sans niveau,17,Marié,0,1,0,5,34126.1768725629,1,0,0,40,N/A
50,Sénior,Femme,Rural,Fondamental,30,Célibataire,1,0,0,6,21713.029984177436,3,1,0,50,N/A
20,Jeune,Femme,Urbain,Supérieur,0,Marié,1,0,1,4,33794.622198907644,1,0,0,20,N/A
35,Adulte,Homme,Rural,Sans niveau,13,Divorcé,0,1,1,6,22493.16602039776,3,0,0,35,N/A
42,Sénior,Femme,Urbain,Fondamental,26,Marié,1,0,1,3,36859.57196611922,3,1,0,42,N/A
59,Sénior,Femme,Rural,Sans niveau,41,Célibataire,0,0,0,1,28486.78723005876,3,0,1,59,N/A
48,Sénior,Homme,Urbain,Fondamental,27,Marié,0,0,1,5,38035.51390148205,2,1,0,48,N/A
20,Jeune,Homme,Urbain,Supérieur,0,Marié,0,0,0,4,36038.325325075246,1,0,1,20,N/A
57,Sénior,Femme,Urbain,Sans niveau,36,Célibataire,0,0,0,5,23072.24256360181,0,1,0,57,N/A
63,Âgé,Homme,Rural,Sans niveau,44,Veuf,0,0,0,4,27366.555061331794,3,1,0,63,N/A
41,Sénior,Homme,Urbain,None,18,Célibataire,1,0,0,5,40481.84429457455,4,0,0,41,N/A
67,Âgé,Homme,Urbain,Fondamental,47,Célibataire,1,1,0,2,48919.17102984151,3,1,0,67,N/A
49,Sénior,Homme,Urbain,Secondaire,28,Célibataire,1,1,1,5,45517.75355327318,3,0,0,49,N/A
64,Âgé,Femme,Rural,Sans niveau,46,Marié,0,0,1,2,29715.456698415648,3,1,0,64,N/A
39,Adulte,Homme,Urbain,Supérieur,20,None,0,0,0,3,43550.38395766028,1,0,0,39,N/A
40,Sénior,Homme,Urbain,Secondaire,24,Veuf,0,1,0,5,41010.234423258684,0,1,0,40,N/A
19,Jeune,Homme,Urbain,Sans niveau,0,Marié,0,1,0,3,,3,1,0,19,N/A
44,Sénior,Femme,Urbain,Fondamental,22,Marié,0,0,1,5,34517.22984589086,3,1,0,44,N/A
59,Sénior,Femme,Rural,None,35,Veuf,0,0,0,3,36137.37138546432,3,0,0,59,N/A
19,Jeune,Femme,Urbain,Supérieur,0,Marié,1,1,0,5,43460.77275076421,1,0,0,19,N/A
43,Sénior,Femme,Rural,None,27,Célibataire,0,0,0,2,28709.144577659412,1,0,0,43,N/A
34,Adulte,Femme,Urbain,Fondamental,17,Marié,0,0,0,1,29623.640084335242,3,0,0,34,N/A
57,Sénior,Homme,Rural,Sans niveau,33,Célibataire,0,1,0,4,35923.88671996571,2,1,0,57,N/A
50,Sénior,Homme,Urbain,Secondaire,31,Célibataire,1,1,0,1,46255.80061681797,5,1,0,50,N/A
26,Adulte,Femme,Urbain,Sans niveau,2,Célibataire,1,0,0,4,,2,0,0,26,N/A
60,Âgé,Femme,Urbain,Secondaire,40,Marié,1,0,0,5,41611.04355118642,4,1,0,60,N/A
65,Âgé,Femme,Rural,Sans niveau,43,Marié,0,0,0,5,25797.4530528768,0,0,0,65,N/A
56,Sénior,Femme,Rural,Fondamental,37,None,0,0,0,4,26726.123080063837,1,0,1,56,N/A
46,Sénior,Homme,Urbain,Fondamental,22,Célibataire,0,0,0,1,39169.49857953073,0,1,0,46,N/A
59,Sénior,Homme,Rural,Fondamental,35,Marié,0,0,0,4,28743.14639042475,4,1,0,59,N/A
43,Sénior,Homme,Urbain,Fondamental,27,Marié,0,0,0,1,33231.36786322956,4,0,1,43,N/A
52,Sénior,Homme,Urbain,None,30,Marié,0,0,1,2,36112.61742508377,4,0,0,52,N/A
67,Âgé,Homme,Urbain,Sans niveau,43,Célibataire,0,1,0,2,47913.147624818776,2,0,1,67,N/A
42,Sénior,Homme,Urbain,Sans niveau,21,Marié,1,0,0,4,31391.500292968634,2,0,0,42,N/A
41,Sénior,Homme,Urbain,Secondaire,19,Veuf,0,0,0,1,40341.78134613098,4,0,0,41,N/A
30,Adulte,Femme,Urbain,Sans niveau,10,Célibataire,0,0,0,4,25597.174847307622,4,0,0,30,N/A
24,Jeune,Homme,Urbain,Secondaire,8,Marié,1,0,0,3,38842.28106692205,2,1,0,24,N/A
53,Sénior,Femme,Rural,Supérieur,32,Marié,0,0,0,3,34009.91929295764,3,0,0,53,N/A
62,Âgé,Homme,Urbain,Supérieur,42,Veuf,0,0,0,3,44258.455043065966,3,1,0,62,N/A
37,Adulte,Homme,Urbain,Fondamental,14,Célibataire,0,1,1,6,36034.122033935484,0,0,0,37,N/A
18,Jeune,Femme,Urbain,Sans niveau,0,Célibataire,0,0,0,2,26380.13280361426,3,0,0,18,N/A
25,Jeune,Homme,Urbain,Supérieur,9,Marié,0,1,0,3,42445.21526636952,0,0,1,25,N/A
63,Âgé,Femme,Urbain,Fondamental,47,Célibataire,0,1,0,5,34792.06259241077,2,0,0,63,N/A
33,Adulte,Homme,Urbain,Fondamental,16,Célibataire,0,0,0,5,30043.657434193505,1,0,0,33,N/A
31,Adulte,Homme,Urbain,Sans niveau,9,Divorcé,0,1,0,5,37645.06762783379,7,0,0,31,N/A
29,Adulte,Homme,Urbain,Sans niveau,11,Marié,0,0,0,2,28528.65451915511,4,1,1,29,N/A
68,Âgé,Homme,Urbain,Secondaire,44,Marié,1,0,0,3,41196.638134596826,3,0,0,68,N/A
40,Sénior,Homme,Urbain,Sans niveau,24,Marié,0,1,0,5,37533.93323651478,3,0,1,40,N/A
32,Adulte,Femme,Rural,Sans niveau,11,Célibataire,0,0,0,4,,3,0,0,32,N/A
45,Sénior,Homme,Urbain,Fondamental,22,Célibataire,1,0,0,3,36567.32377610243,3,0,0,45,N/A
51,Sénior,Femme,Urbain,Supérieur,34,Célibataire,0,0,0,4,44320.554261370955,1,0,0,51,N/A
19,Jeune,Homme,Rural,Fondamental,3,Célibataire,0,1,0,4,25368.48282752578,3,1,0,19,N/A
49,Sénior,Homme,Urbain,Secondaire,33,Marié,1,1,0,3,,3,0,0,49,N/A
40,Sénior,Femme,Rural,Secondaire,21,None,0,1,0,5,27398.977465515392,3,0,0,40,N/A
39,Adulte,Femme,Urbain,Supérieur,22,Célibataire,0,0,0,4,31283.28717000755,0,0,0,39,N/A
68,Âgé,Homme,Rural,Secondaire,45,Célibataire,0,1,0,5,36042.844051722896,3,0,0,68,N/A
42,Sénior,Homme,Urbain,Sans niveau,25,Marié,1,0,0,6,31516.3191198367,5,1,1,42,N/A
39,Adulte,Homme,Urbain,Sans niveau,16,Marié,1,0,0,3,31385.750067356763,1,1,0,39,N/A
39,Adulte,Femme,Urbain,Secondaire,17,Marié,0,0,1,5,34670.456706030476,4,1,0,39,N/A
66,Âgé,Homme,Urbain,Sans niveau,49,Marié,0,0,0,2,44154.12228045521,0,0,0,66,N/A
69,Âgé,Femme,Urbain,Secondaire,45,Célibataire,1,0,0,6,,2,0,0,69,N/A
59,Sénior,Homme,Urbain,Supérieur,42,Divorcé,1,0,0,4,51182.20832363305,3,0,0,59,N/A
23,Jeune,Femme,Urbain,Fondamental,1,Célibataire,1,0,0,2,22830.411409919994,3,0,1,23,N/A
32,Adulte,Homme,Urbain,Fondamental,15,Célibataire,1,0,1,3,37038.95719515023,2,0,0,32,N/A
60,Âgé,Homme,Urbain,Sans niveau,41,Marié,1,1,0,5,43085.58160323088,0,0,0,60,N/A
54,Sénior,Femme,Rural,Supérieur,31,Marié,0,1,0,3,35170.42239958955,3,1,0,54,N/A
50,Sénior,Femme,Urbain,Fondamental,27,Marié,0,1,0,5,32728.73323989921,2,1,0,50,N/A
25,Jeune,Femme,Rural,Secondaire,6,Marié,1,0,0,5,24857.91548669964,3,0,0,25,N/A
61,Âgé,Femme,Urbain,Sans niveau,37,Marié,0,0,1,5,29401.89353504692,4,1,0,61,N/A
61,Âgé,Femme,Urbain,None,43,Célibataire,1,0,0,6,40268.94864768544,3,0,1,61,N/A
22,Jeune,Femme,Urbain,Secondaire,0,Marié,0,0,0,3,27499.913644118988,1,1,0,22,N/A
56,Sénior,Femme,Urbain,Fondamental,37,Marié,0,0,0,4,37033.65738809529,3,0,0,56,N/A
21,Jeune,Femme,Urbain,Fondamental,1,Marié,0,0,0,3,18270.509708488484,0,1,1,21,N/A
23,Jeune,Homme,Urbain,Secondaire,3,Divorcé,1,0,1,6,29863.042674045962,0,0,0,23,N/A
62,Âgé,Femme,Rural,Supérieur,45,Divorcé,0,1,1,2,,0,0,0,62,N/A
49,Sénior,Homme,Rural,Secondaire,26,Célibataire,1,0,0,2,,4,1,0,49,N/A
69,Âgé,Femme,Urbain,Fondamental,50,Célibataire,0,0,0,4,39814.09987798741,2,0,0,69,N/A
47,Sénior,Femme,Urbain,Supérieur,25,Célibataire,1,1,1,2,51876.81163844034,0,0,1,47,N/A
64,Âgé,Homme,Rural,Fondamental,47,Célibataire,0,0,0,4,27720.195956316773,2,1,0,64,N/A
52,Sénior,Homme,Rural,Fondamental,31,Marié,0,0,0,6,19336.68599614678,1,1,1,52,N/A
57,Sénior,Homme,Urbain,Fondamental,41,Marié,0,0,0,5,38339.41486133328,1,0,0,57,N/A
69,Âgé,Homme,Urbain,None,52,Célibataire,0,1,0,1,50277.07612798963,1,0,0,69,N/A
33,Adulte,Homme,Urbain,Sans niveau,11,Divorcé,1,1,0,4,37071.93145661744,1,1,0,33,N/A
30,Adulte,Femme,Urbain,Fondamental,14,Marié,0,0,0,4,27921.81907973976,2,0,0,30,N/A
67,Âgé,Femme,Urbain,Secondaire,46,Marié,0,1,0,3,42719.02950034846,0,1,0,67,N/A
59,Sénior,Femme,Urbain,Fondamental,39,Célibataire,0,0,0,2,35675.73323496249,2,1,0,59,N/A
47,Sénior,Homme,Urbain,Supérieur,23,Veuf,1,0,0,4,42693.064310133836,0,0,0,47,N/A
36,Adulte,Femme,Urbain,Sans niveau,20,Marié,1,0,0,2,32696.45315843999,3,1,0,36,N/A
34,Adulte,Femme,Urbain,Sans niveau,16,Marié,0,0,0,5,24181.686329168322,2,0,0,34,N/A
36,Adulte,Homme,Rural,Secondaire,19,None,1,1,0,3,31957.064662082517,1,1,0,36,N/A
45,Sénior,Femme,Rural,Secondaire,26,None,0,1,0,3,27560.646344832592,2,0,0,45,N/A
43,Sénior,Femme,Urbain,Secondaire,22,Marié,0,1,0,5,44165.76725552983,4,1,0,43,N/A
54,Sénior,Homme,Urbain,Fondamental,33,Divorcé,1,0,0,5,38164.647542833205,5,0,0,54,N/A
43,Sénior,Femme,Rural,Supérieur,19,Divorcé,0,0,0,5,23556.464052622843,3,1,0,43,N/A
40,Sénior,Femme,Urbain,Secondaire,20,Divorcé,0,1,1,3,42721.632893091,4,1,0,40,N/A
26,Adulte,Homme,Urbain,Secondaire,6,Célibataire,0,1,0,1,44736.73517574767,2,1,0,26,N/A
29,Adulte,Femme,Rural,Supérieur,12,Célibataire,0,0,0,5,22844.07984873526,5,0,0,29,N/A
